Date,Close,Change,AVG
24/08/2018 17:26:00,4.8,0.84,0.8
27/08/2018 17:26:00,4.89,1.88,1.8
28/08/2018 17:26:00,4.93,0.82,0.8
29/08/2018 17:26:00,4.89,-0.81,-0.8
30/08/2018 17:26:00,4.83,-1.23,-1.2
31/08/2018 17:26:00,4.81,-0.41,-0.4
03/09/2018 17:26:00,4.8,-0.21,-0.2
04/09/2018 17:26:00,4.82,0.42,0.4
05/09/2018 17:26:00,4.64,-3.73,-3.8
06/09/2018 17:26:00,4.66,0.43,0.4
07/09/2018 17:26:00,4.64,-0.43,-0.4
10/09/2018 17:26:00,4.67,0.65,0.6
11/09/2018 17:26:00,4.63,-0.86,-0.8
12/09/2018 17:26:00,4.55,-1.73,-1.8
13/09/2018 17:26:00,4.72,3.74,3.8
14/09/2018 17:26:00,4.73,0.21,0.2
17/09/2018 17:26:00,4.74,0.21,0.2
18/09/2018 17:26:00,4.83,1.9,1.8
19/09/2018 17:26:00,4.7,-2.69,-2.6
20/09/2018 17:26:00,4.66,-0.85,-0.8
21/09/2018 17:26:00,4.73,1.5,1.6
24/09/2018 17:26:00,4.71,-0.42,-0.4
25/09/2018 17:26:00,4.75,0.85,0.8
26/09/2018 17:26:00,4.73,-0.42,-0.4
27/09/2018 17:26:00,4.86,2.75,2.8
28/09/2018 17:26:00,4.78,-1.65,-1.6
01/10/2018 17:26:00,4.82,0.84,0.8
02/10/2018 17:26:00,4.74,-1.66,-1.6
03/10/2018 17:26:00,4.74,0,0
04/10/2018 17:26:00,4.76,0.42,0.4
05/10/2018 17:26:00,4.66,-2.1,-2.2
08/10/2018 17:26:00,4.63,-0.64,-0.6
9/10/2018 17:26:00,4.63,0,0
10/10/2018 17:26:00,4.49,-3.02,-3
11/10/2018 17:26:00,4.49,0,0
12/10/2018 17:26:00,4.5,0.22,0.2
15/10/2018 17:26:00,4.53,0.67,0.6
16/10/2018 17:26:00,4.68,3.31,3.4
17/10/2018 17:26:00,4.72,0.85,0.8
18/10/2018 17:26:00,4.85,2.75,2.8
19/10/2018 17:26:00,4.9,1.03,1
22/10/2018 17:26:00,4.88,-0.41,-0.4
23/10/2018 17:26:00,4.75,-2.66,-2.6
24/10/2018 17:26:00,4.67,-1.68,-1.6
25/10/2018 17:26:00,4.69,0.43,0.4
26/10/2018 17:26:00,4.87,3.84,3.8
29/10/2018 17:26:00,4.96,1.85,1.8
30/10/2018 17:26:00,4.89,-1.41,-1.4
31/10/2018 17:26:00,5.02,2.66,2.6
01/11/2018 17:26:00,5.03,0.2,0.2
02/11/2018 17:26:00,5.11,1.59,1.6
05/11/2018 17:26:00,5.12,0.2,0.2
06/11/2018 17:26:00,5.12,0,0
07/11/2018 17:26:00,5.22,1.95,2
08/11/2018 17:26:00,5.21,-0.19,-0.2
9/11/2018 17:26:00,5.18,-0.58,-0.6
12/11/2018 17:26:00,5.17,-0.19,-0.2
13/11/2018 17:26:00,5.21,0.77,0.8
14/11/2018 17:26:00,5.14,-1.34,-1.4
15/11/2018 17:26:00,5.07,-1.36,-1.4
16/11/2018 17:26:00,5.08,0.2,0.2
19/11/2018 17:26:00,5.09,0.2,0.2
20/11/2018 17:26:00,4.9,-3.73,-3.8
21/11/2018 17:26:00,4.88,-0.41,-0.4
22/11/2018 17:26:00,4.8,-1.64,-1.6
23/11/2018 17:26:00,4.84,0.83,0.8
26/11/2018 17:26:00,4.91,1.45,1.4
27/11/2018 17:26:00,4.85,-1.22,-1.2
28/11/2018 17:26:00,4.8,-1.03,-1
29/11/2018 17:26:00,4.87,1.46,1.4
30/11/2018 17:26:00,4.86,-0.21,-0.2
03/12/2018 17:26:00,4.95,1.85,1.8
04/12/2018 17:26:00,4.86,-1.82,-1.8
